,S&P 500 (Live),FTSE 100 (Live),Nikkei 225 (Live),DAX (Live),Russel 2000 (Live),All Ordinaries (Live),CAC 40 (Live),Hang Seng (Live),KOSPI Composite Index (Live),AEX Index (Live),Swiss Market Index (Live),IBEX 35 (Live),S&P CNX Nifty (Live),IPC Mexico (Live),Bovespa Index (Live),S&P/TSX Composite Index (Live),Euro STOXX 50 (Live),FT Straits Times Index,FTSE MIB (Live)
,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel
DateID,SPX2.rk,FTSE2.rk,N2252.rk,GDAXI2.rk,RUT2.rk,AORD2.rk,FCHI2.rk,HSI2.rk,KS11.rk,AEX.rk,SSMI.rk,IBEX2.rk,NSEI.rk,MXX.rk,BVSP.rk,GSPTSE.rk,STOXX50E.rk,FTSTI.rk,FTSEMIB.rk
20000616,5.86E-05,0.000112215,0.000135218,8.29E-05,7.07E-05,1.41E-05,0.000189469,0.000159596,0.000801244,7.02E-05,2.42E-05,0.000122988,,7.91E-05,9.00E-05,,6.96E-05,4.56E-05,0.000118052
20000619,6.00E-05,6.14E-05,6.64E-05,9.11E-05,5.41E-05,2.32E-05,8.97E-05,0.000161041,0.000836443,5.78E-05,3.67E-05,0.000115779,,0.000119692,7.28E-05,,5.05E-05,0.000171311,6.86E-05
20000620,9.41E-05,5.64E-05,0.00010146,8.83E-05,6.45E-05,1.64E-05,5.89E-05,0.000169192,0.0002727,3.81E-05,1.16E-05,6.32E-05,,5.67E-05,0.000119792,,6.47E-05,0.000159005,2.70E-05
20000621,8.04E-05,6.44E-05,9.53E-05,0.000122809,7.95E-05,2.81E-05,0.000127885,0.000197807,0.000555889,5.77E-05,3.04E-05,9.32E-05,,0.000108102,0.000297384,,8.29E-05,5.31E-05,6.85E-05
20000622,0.000100172,6.41E-05,9.50E-05,0.00010487,0.000104164,3.58E-05,7.52E-05,0.000207666,0.000601255,6.85E-05,5.74E-05,9.01E-05,,0.000147854,,,7.10E-05,0.000103904,6.31E-05
20000623,8.76E-05,7.03E-05,0.000187849,9.00E-05,9.78E-05,4.01E-05,0.000112502,9.07E-05,0.000192322,4.51E-05,2.58E-05,9.78E-05,,0.00016717,0.00016705,,3.76E-05,8.63E-05,0.000114001
20000626,7.49E-05,4.42E-05,8.82E-05,9.61E-05,7.60E-05,8.27E-06,6.00E-05,0.000179031,0.000160206,3.80E-05,1.91E-05,6.17E-05,,7.21E-05,0.000179533,,9.99E-05,5.42E-05,3.84E-05
20000627,5.01E-05,3.81E-05,7.18E-05,0.000123672,8.12E-05,2.72E-05,0.000136157,8.81E-05,0.000187543,3.28E-05,1.95E-05,0.000112693,,9.41E-05,0.00042882,,8.71E-05,4.57E-05,5.64E-05
20000628,6.67E-05,3.33E-05,0.000111031,9.07E-05,6.31E-05,1.39E-05,5.92E-05,0.000121509,0.000208993,4.38E-05,1.45E-05,8.21E-05,,0.000105697,0.000364207,,3.63E-05,3.75E-05,9.27E-05
20000629,0.000125061,5.57E-05,3.88E-05,0.000148019,9.94E-05,4.49E-05,0.000133575,0.000167124,0.000446542,0.000105149,2.52E-05,0.000103374,,0.000168998,0.000161238,,0.000121806,5.45E-05,7.45E-05
20000630,6.89E-05,6.51E-05,7.77E-05,0.000133141,6.76E-05,0.000107964,0.000160837,0.000178183,0.000235495,6.34E-05,2.35E-05,7.96E-05,,0.000170494,0.000173771,,0.000130718,5.26E-05,0.000125289
20000703,,5.21E-05,3.15E-05,0.000177208,,3.13E-05,7.63E-05,0.000176564,9.07E-05,6.04E-05,1.93E-05,0.000100042,,,,,5.05E-05,4.54E-05,4.03E-05
20000704,,6.43E-05,7.71E-05,0.000152444,,3.96E-05,5.96E-05,8.18E-05,0.000244448,3.11E-05,1.25E-05,8.34E-05,,8.31E-05,5.12E-05,,5.57E-05,4.01E-05,2.56E-05
20000705,6.91E-05,8.51E-05,6.41E-05,0.000146691,3.16E-05,2.40E-05,0.000172632,0.000103905,0.000373037,7.13E-05,2.44E-05,0.00014134,,0.00011805,8.01E-05,,8.88E-05,3.29E-05,
20000706,5.91E-05,6.94E-05,9.23E-05,0.000132071,3.18E-05,5.68E-05,8.74E-05,0.000125382,0.00025004,5.92E-05,3.31E-05,0.000129663,,6.22E-05,0.000161403,,6.51E-05,3.41E-05,4.77E-05
20000707,5.17E-05,8.68E-05,6.80E-05,0.000157254,1.67E-05,2.58E-05,9.28E-05,0.000143617,0.000225857,3.97E-05,2.06E-05,5.87E-05,,7.01E-05,0.000119272,,0.000104573,9.20E-05,3.16E-05
20000710,3.85E-05,3.66E-05,6.56E-05,0.000118983,1.22E-05,4.17E-05,0.000115665,6.19E-05,0.00013968,3.81E-05,1.89E-05,5.40E-05,,5.57E-05,0.000107184,,4.94E-05,0.000108995,6.82E-05
20000711,8.54E-05,5.64E-05,6.00E-05,0.000116949,2.09E-05,2.09E-05,8.52E-05,0.00011271,0.000399945,3.41E-05,1.32E-05,7.25E-05,,8.48E-05,0.000209707,,9.34E-05,6.49E-05,4.03E-05
20000712,7.06E-05,4.15E-05,9.73E-05,9.57E-05,5.86E-05,1.51E-05,7.01E-05,8.92E-05,0.000284514,3.41E-05,3.00E-05,9.96E-05,,4.29E-05,0.000247126,,4.54E-05,4.38E-05,5.55E-05
20000713,4.20E-05,5.84E-05,0.000149768,0.000123993,2.97E-05,1.67E-05,5.83E-05,0.000148054,0.000285256,3.97E-05,2.19E-05,0.000113264,,6.27E-05,0.001079858,,4.93E-05,0.000391058,3.22E-05
20000714,4.17E-05,4.87E-05,8.34E-05,0.000191406,1.88E-05,1.25E-05,,0.000150003,0.000204038,6.16E-05,3.39E-05,0.000104853,,4.93E-05,0.000210669,,4.17E-05,4.26E-05,5.82E-05
20000717,2.88E-05,2.49E-05,0.000139244,8.02E-05,1.44E-05,2.18E-05,3.99E-05,7.84E-05,,2.17E-05,2.15E-05,9.16E-05,,0.000117509,0.000150969,,3.57E-05,4.33E-05,3.10E-05
20000718,5.23E-05,3.87E-05,0.000178407,6.88E-05,4.89E-05,2.03E-05,0.000108137,0.000137821,0.000153842,4.58E-05,1.99E-05,7.08E-05,,7.32E-05,0.000131007,,4.40E-05,8.42E-05,3.86E-05
20000719,4.74E-05,4.36E-05,0.000194885,9.35E-05,2.78E-05,2.57E-05,6.95E-05,0.000117548,0.00026939,3.97E-05,2.19E-05,8.27E-05,,0.000458124,0.000218121,,3.85E-05,9.22E-05,3.12E-05
20000720,8.21E-05,4.87E-05,,9.84E-05,3.71E-05,2.27E-05,6.55E-05,0.000101785,0.000257008,4.86E-05,1.64E-05,5.14E-05,,0.00011408,0.00012868,,5.29E-05,3.88E-05,4.23E-05
20000721,4.20E-05,6.53E-05,7.83E-05,7.57E-05,4.32E-05,3.05E-05,8.80E-05,0.000157811,0.000276388,4.06E-05,2.91E-05,8.55E-05,,0.000126676,0.000111492,,6.17E-05,8.07E-05,3.01E-05
20000724,5.55E-05,6.74E-05,0.000157084,0.000132836,4.35E-05,2.71E-05,9.72E-05,0.000192169,0.000286454,5.73E-05,1.73E-05,7.75E-05,,5.54E-05,0.000121967,,6.68E-05,5.28E-05,7.45E-05
20000725,9.04E-05,5.71E-05,0.0001618,6.30E-05,5.36E-05,4.00E-05,0.000129658,0.000112038,0.00056265,2.93E-05,2.05E-05,7.85E-05,,8.21E-05,9.20E-05,,4.13E-05,7.32E-05,2.85E-05
20000726,9.37E-05,2.84E-05,0.000111596,8.65E-05,5.39E-05,1.51E-05,8.51E-05,7.07E-05,0.000560021,2.95E-05,1.52E-05,7.98E-05,,7.80E-05,0.000166532,,3.67E-05,5.97E-05,4.91E-05
20000727,0.000138255,8.76E-05,0.00028772,0.000187455,7.40E-05,1.82E-05,0.000193609,7.41E-05,0.000321922,7.26E-05,2.54E-05,7.31E-05,,7.26E-05,0.000148439,,0.000308737,6.04E-05,0.000193706
20000728,0.000166545,4.83E-05,0.000184405,0.000175564,9.30E-05,7.54E-06,0.000139761,0.000117667,0.000266557,8.63E-05,2.04E-05,9.98E-05,,0.000117861,0.000168964,,0.00010997,4.68E-05,0.000125488
20000731,0.000118369,4.11E-05,0.000458623,0.000131658,8.29E-05,3.75E-05,0.000186084,0.000189449,0.000617658,4.34E-05,1.46E-05,9.98E-05,,0.00012417,9.05E-05,,9.14E-05,8.57E-05,7.92E-05
20000801,7.80E-05,5.75E-05,0.000183045,0.000154782,2.50E-05,1.63E-05,7.26E-05,0.000153431,0.000435551,4.61E-05,,6.73E-05,,8.70E-05,0.000262839,,5.01E-05,4.91E-05,9.11E-05
20000802,7.56E-05,4.84E-05,4.53E-05,0.000130594,2.32E-05,2.01E-05,7.14E-05,0.000178104,0.000355252,5.77E-05,1.95E-05,6.07E-05,,8.62E-05,0.000272734,,5.91E-05,4.64E-05,5.07E-05
20000803,0.000125517,7.94E-05,0.00020846,0.000150109,0.000194017,1.59E-05,0.000131671,0.000115588,0.000223685,4.93E-05,3.41E-05,6.86E-05,,0.000105128,0.000203661,,8.59E-05,3.29E-05,0.000123838
20000804,9.06E-05,6.30E-05,0.000273156,0.000158298,4.87E-05,1.44E-05,6.74E-05,8.70E-05,0.000219986,5.92E-05,1.85E-05,3.55E-05,,6.83E-05,0.000112307,,8.81E-05,5.28E-05,6.84E-05
20000807,3.97E-05,3.61E-05,0.000100925,8.77E-05,3.06E-05,6.74E-06,6.18E-05,6.22E-05,0.000139504,3.97E-05,1.54E-05,2.56E-05,,2.92E-05,7.25E-05,,4.46E-05,4.64E-05,4.57E-05
20000808,3.92E-05,4.21E-05,0.000189764,9.48E-05,2.00E-05,1.89E-05,6.21E-05,0.000161719,0.000319283,3.01E-05,1.62E-05,8.29E-05,,3.99E-05,0.000104144,,5.49E-05,4.35E-05,1.00E-04
20000809,6.52E-05,7.18E-05,0.000150428,8.95E-05,3.87E-05,8.66E-06,8.35E-05,0.000240387,0.000393837,4.53E-05,1.96E-05,7.46E-05,3.29E-05,7.48E-05,0.000134419,,4.63E-05,,3.73E-05
20000810,4.45E-05,3.85E-05,5.81E-05,6.86E-05,1.58E-05,7.13E-06,5.48E-05,8.50E-05,0.000702989,3.79E-05,2.80E-05,6.17E-05,,5.93E-05,0.000286278,,4.33E-05,9.30E-05,7.52E-05
20000811,5.81E-05,1.88E-05,0.000105838,0.000110826,3.53E-05,1.57E-05,7.01E-05,7.15E-05,0.000361203,3.17E-05,2.49E-05,6.72E-05,,0.000690316,0.000170927,,5.11E-05,3.34E-05,6.40E-05
20000814,3.56E-05,4.76E-05,6.31E-05,5.60E-05,1.55E-05,9.32E-06,8.44E-05,0.000128731,0.000173921,3.07E-05,1.23E-05,3.94E-05,,3.78E-05,0.000174554,,4.42E-05,3.76E-05,2.27E-05
20000815,3.69E-05,5.50E-05,5.85E-05,6.68E-05,1.12E-05,1.46E-05,6.38E-05,9.12E-05,,6.28E-05,1.92E-05,4.83E-05,,5.45E-05,0.000155825,,3.45E-05,3.21E-05,
20000816,4.12E-05,5.95E-05,5.27E-05,5.14E-05,1.82E-05,9.75E-06,3.84E-05,9.35E-05,0.000140186,4.32E-05,2.43E-05,5.74E-05,,7.00E-05,0.000254335,,3.06E-05,5.78E-05,2.67E-05
20000817,5.16E-05,3.81E-05,9.71E-05,8.34E-05,1.07E-05,2.21E-05,8.27E-05,8.74E-05,0.000266441,3.13E-05,2.46E-05,8.11E-05,,9.53E-05,0.000277784,,4.88E-05,6.03E-05,5.98E-05
20000818,3.26E-05,2.93E-05,6.94E-05,6.63E-05,1.04E-05,1.33E-05,5.76E-05,0.00013937,0.000241465,2.42E-05,1.54E-05,9.59E-05,,6.15E-05,0.00012198,,4.54E-05,5.96E-05,5.55E-05
20000821,4.34E-05,3.10E-05,9.83E-05,0.000100268,1.51E-05,7.13E-06,7.85E-05,0.000100108,0.000159503,2.86E-05,2.89E-05,9.74E-05,,3.59E-05,7.54E-05,,4.85E-05,3.15E-05,4.60E-05
20000822,3.61E-05,3.50E-05,0.000170555,5.95E-05,1.07E-05,1.41E-05,4.71E-05,7.44E-05,0.000182288,2.72E-05,1.83E-05,6.68E-05,,4.74E-05,0.000161726,,2.80E-05,4.56E-05,3.33E-05
20000823,3.44E-05,3.03E-05,8.93E-05,8.83E-05,6.44E-06,1.85E-05,0.000107534,0.000128996,0.000227409,4.56E-05,2.14E-05,0.000106198,,3.80E-05,8.96E-05,,5.20E-05,3.20E-05,8.71E-05
20000824,2.60E-05,5.57E-05,0.000170566,7.07E-05,1.29E-05,1.24E-05,4.89E-05,0.000110949,0.00038475,4.39E-05,2.02E-05,6.09E-05,,3.78E-05,0.000104256,,3.45E-05,6.53E-05,5.95E-05
20000825,2.50E-05,3.86E-05,0.00014364,5.80E-05,1.66E-05,1.10E-05,9.04E-05,0.000137675,0.000287423,4.67E-05,2.01E-05,8.28E-05,2.60E-05,3.81E-05,0.000100363,,4.54E-05,4.12E-05,4.26E-05
20000828,3.05E-05,,0.000114637,9.32E-05,7.14E-06,1.21E-05,5.32E-05,0.000184034,0.00012442,2.36E-05,1.99E-05,5.18E-05,,5.10E-05,3.28E-05,,4.29E-05,3.23E-05,6.40E-05
20000829,2.91E-05,2.70E-05,0.000113809,7.86E-05,1.01E-05,2.19E-05,7.41E-05,0.000145019,0.000202311,3.27E-05,2.68E-05,7.81E-05,,5.34E-05,9.46E-05,,4.96E-05,3.68E-05,4.00E-05
20000830,2.67E-05,2.94E-05,9.58E-05,9.10E-05,8.98E-06,2.02E-05,9.99E-05,0.000139803,7.82E-05,4.80E-05,2.52E-05,4.71E-05,,0.000109464,8.17E-05,,4.95E-05,3.92E-05,2.81E-05
20000831,4.04E-05,3.63E-05,8.86E-05,7.61E-05,1.21E-05,5.02E-05,0.000106412,0.00015297,0.000419214,3.06E-05,1.69E-05,9.54E-05,,0.00010577,6.95E-05,,4.14E-05,5.60E-05,6.91E-05
20000901,7.53E-05,8.51E-05,0.000121935,0.000121742,3.20E-05,2.50E-05,0.000151393,8.22E-05,0.000326023,4.97E-05,2.32E-05,0.000125954,,0.000130692,9.13E-05,,8.32E-05,5.22E-05,6.34E-05
20000904,,5.46E-05,0.000114238,6.16E-05,,4.01E-05,0.000144791,9.69E-05,0.000246391,3.18E-05,3.21E-05,9.46E-05,,3.43E-05,3.14E-05,,6.52E-05,5.16E-05,6.01E-05
20000905,4.41E-05,6.84E-05,0.000115395,9.16E-05,2.66E-05,1.52E-05,0.00012156,0.00010558,0.000297309,4.68E-05,2.14E-05,8.16E-05,,5.39E-05,3.98E-05,,6.71E-05,2.19E-05,5.63E-05
20000906,5.01E-05,4.78E-05,8.99E-05,9.18E-05,1.31E-05,2.24E-05,7.55E-05,7.27E-05,0.000345949,3.36E-05,3.12E-05,7.49E-05,,0.000141849,4.78E-05,,5.78E-05,3.13E-05,4.68E-05
20000907,4.24E-05,3.80E-05,7.04E-05,7.88E-05,1.90E-05,3.10E-05,0.000141896,6.20E-05,0.000306674,3.96E-05,2.87E-05,5.00E-05,,0.000348245,,,6.20E-05,2.53E-05,3.54E-05
20000908,5.12E-05,6.28E-05,0.000199959,9.29E-05,2.41E-05,1.35E-05,8.67E-05,8.02E-05,0.000291087,4.09E-05,1.71E-05,8.64E-05,,4.29E-05,4.93E-05,,5.36E-05,2.86E-05,6.87E-05
20000911,7.90E-05,0.00056569,,0.000115316,3.76E-05,,0.000116881,,,4.27E-05,1.96E-05,7.84E-05,,0.000119027,6.53E-05,,6.58E-05,,6.24E-05
20000912,6.29E-05,7.49E-05,0.000167745,9.48E-05,1.84E-05,1.69E-05,9.16E-05,0.000106593,,2.62E-05,3.43E-05,6.42E-05,,0.000161046,0.000114399,,5.08E-05,4.73E-05,4.52E-05
20000913,0.000101948,5.52E-05,0.000119057,0.000110902,4.29E-05,2.61E-05,0.00011615,,,5.39E-05,2.90E-05,8.51E-05,,7.53E-05,9.12E-05,,8.18E-05,5.45E-05,4.80E-05
20000914,5.90E-05,7.19E-05,8.97E-05,7.86E-05,3.15E-05,1.69E-05,8.31E-05,0.000152799,0.000471862,5.05E-05,3.08E-05,7.16E-05,,9.02E-05,9.89E-05,,4.75E-05,2.95E-05,5.32E-05
20000915,5.88E-05,7.34E-05,,0.000118571,0.000100685,2.55E-05,9.14E-05,0.000135843,0.000619621,8.29E-05,2.50E-05,8.64E-05,,6.58E-05,0.000114546,,6.93E-05,5.66E-05,9.19E-05
20000918,8.48E-05,7.84E-05,5.67E-05,0.000114755,4.22E-05,5.23E-05,0.000119243,0.00018675,0.001268282,6.50E-05,2.85E-05,7.87E-05,,7.36E-05,0.000195503,,0.000114208,7.20E-05,5.42E-05
20000919,9.84E-05,5.12E-05,0.000209117,0.000130437,4.74E-05,4.96E-05,7.97E-05,0.000311449,0.001426114,5.82E-05,6.69E-05,9.85E-05,,7.77E-05,0.000186496,,6.22E-05,0.000139161,9.28E-05
20000920,0.00014177,8.66E-05,0.000122689,0.000151266,3.23E-05,1.10E-05,0.00014577,0.000186934,0.000253355,4.18E-05,5.17E-05,9.99E-05,,9.61E-05,0.000181256,,8.04E-05,5.97E-05,0.00012874
20000921,0.000117936,0.000150519,0.000135696,0.00034452,3.85E-05,1.79E-05,0.00038406,0.000181993,0.001244059,0.000146357,6.42E-05,0.000183681,,1.00E-04,0.000134298,,0.000213272,5.88E-05,0.000242711
20000922,0.00022232,0.000287156,0.000278329,0.000835774,0.000328464,9.02E-05,0.00030625,0.000237886,0.000740362,0.000158603,5.05E-05,0.000200001,,0.000273283,0.00038313,,0.00035831,0.000179546,0.000275308
20000925,7.71E-05,8.65E-05,0.000225575,0.000123334,3.08E-05,3.60E-05,7.28E-05,0.000209181,0.000581789,3.90E-05,2.58E-05,7.83E-05,,0.000106113,0.000108556,,5.32E-05,9.18E-05,0.000122352
20000926,1.00E-04,7.98E-05,6.24E-05,0.000145365,3.10E-05,3.57E-05,9.72E-05,0.000186788,0.000639791,6.16E-05,3.50E-05,9.44E-05,,9.10E-05,0.000140294,,8.35E-05,7.74E-05,7.95E-05
20000927,0.00012053,6.64E-05,0.000153623,0.000138132,5.69E-05,3.08E-05,0.000125473,0.000201966,0.000340554,5.94E-05,3.00E-05,8.53E-05,,6.56E-05,0.000231666,,8.45E-05,6.03E-05,8.23E-05
20000928,8.17E-05,5.70E-05,9.33E-05,0.000148258,5.66E-05,5.51E-05,0.000129892,0.000183646,0.000368196,6.91E-05,3.84E-05,9.73E-05,,8.37E-05,0.000211854,,9.20E-05,6.80E-05,0.00010108
20000929,0.000119738,7.83E-05,0.000126539,0.000108179,5.32E-05,1.97E-05,0.000137719,0.000124149,0.000505253,5.38E-05,0.000252189,5.91E-05,,5.66E-05,0.000174397,,7.19E-05,6.40E-05,6.92E-05
20001002,0.000115341,5.36E-05,0.000200955,0.000121758,6.20E-05,2.19E-05,0.000266161,,0.000243567,6.14E-05,2.39E-05,8.77E-05,,8.35E-05,0.000170343,,0.00010876,5.03E-05,8.49E-05
20001003,0.000127123,2.93E-05,0.000115221,,6.95E-05,3.56E-05,0.00010775,0.000151316,,3.83E-05,1.26E-05,5.74E-05,,5.90E-05,0.000217398,,3.66E-05,7.65E-05,6.47E-05
20001004,0.000195355,7.13E-05,0.000143008,0.000186342,7.39E-05,2.21E-05,0.000131691,0.000159349,0.00050538,6.39E-05,1.54E-05,9.59E-05,,8.78E-05,0.000138698,,0.000112481,0.00010201,9.62E-05
20001005,0.000100221,4.18E-05,6.95E-05,0.000126624,3.90E-05,2.09E-05,8.48E-05,9.94E-05,0.000262264,2.71E-05,2.15E-05,4.83E-05,,4.85E-05,0.000115653,,7.42E-05,4.88E-05,4.73E-05
20001006,0.000196869,6.47E-05,0.000169282,0.000166199,5.41E-05,5.77E-05,0.000124379,,0.00023587,4.72E-05,1.95E-05,0.000103905,,9.04E-05,0.000296459,,8.48E-05,6.03E-05,8.30E-05
20001009,0.000117261,0.000108709,,0.000272239,4.49E-05,7.62E-05,0.000163409,0.000124178,0.000231705,7.05E-05,4.64E-05,0.000115345,,9.78E-05,0.000119828,,0.000161929,9.93E-05,8.48E-05
20001010,0.000175152,6.24E-05,0.000115509,9.64E-05,4.49E-05,2.24E-05,0.000101836,0.000224608,0.000390379,6.17E-05,3.26E-05,8.29E-05,,5.97E-05,0.000100313,,9.16E-05,9.70E-05,6.05E-05
20001011,0.000416656,0.000190945,0.000134016,0.000321152,0.000156875,2.73E-05,0.000298996,0.000153925,0.000538298,0.00014906,8.09E-05,0.000114752,,0.000175156,9.88E-05,,0.000316286,0.000130098,0.000222493
20001012,0.000557745,0.000212103,0.000153938,0.000627639,0.000173431,8.40E-05,0.000609355,0.000192006,0.000823754,0.000212181,0.000109404,,,0.000200346,,,0.000389147,0.000144223,0.000304547
20001013,0.000183705,0.00015374,0.00040981,0.000449915,8.56E-05,7.36E-05,0.000363949,0.000202997,0.001130927,0.000238368,9.13E-05,0.000183902,,0.000112343,0.000265523,,0.000291036,0.000105774,0.000266274
20001016,0.00010008,6.28E-05,0.000152357,0.000171601,4.46E-05,0.000117026,0.000220637,0.00012274,0.00050713,0.000121916,4.11E-05,0.000182153,,5.36E-05,0.00064896,,0.000134816,6.14E-05,0.000119503
20001017,0.000155062,6.01E-05,7.49E-05,0.000159043,5.73E-05,2.06E-05,0.000155609,0.00019222,0.000651138,0.000111556,9.79E-05,0.000116999,,0.000118195,0.000186016,,0.000120267,8.07E-05,7.64E-05
20001018,0.000669314,0.000261335,0.000285797,0.000494295,0.00041056,9.79E-05,0.000445857,0.0001657,0.001904534,0.000243146,0.000104489,0.000516042,,0.000590945,0.000803868,,0.000529831,0.000119684,0.000248543
20001019,0.000287146,9.77E-05,0.000144592,0.000160183,0.000153115,4.86E-05,0.000166902,0.000241162,0.001123244,0.000118893,5.31E-05,0.000203547,,0.000324502,0.000379725,,0.000471303,0.000143852,8.97E-05
20001020,0.000103543,0.000131348,0.000354023,0.000231827,1.97E-05,0.000140635,0.000243164,0.000150224,0.000371294,0.000107773,5.88E-05,0.000253504,,9.16E-05,0.000338199,,0.000237787,8.26E-05,0.000205589
20001023,0.000109971,8.95E-05,7.85E-05,0.000196398,1.83E-05,7.36E-06,0.000128786,0.000206635,0.00051416,8.35E-05,3.43E-05,0.000176982,,7.97E-05,0.000619912,,0.000113411,7.83E-05,7.73E-05
20001024,0.000145828,7.73E-05,6.73E-05,0.000210655,2.54E-05,1.25E-05,0.000173201,0.000167393,0.000649278,9.83E-05,3.49E-05,0.000160561,,0.000115017,0.000438888,,0.000129454,4.90E-05,9.17E-05
20001025,0.000225001,0.000148091,0.000110461,0.000215255,0.000130624,1.30E-05,0.000127116,8.36E-05,0.000495402,0.000105701,5.31E-05,0.000151336,,0.000144682,0.000490193,,0.000147717,5.18E-05,0.000107536
20001026,0.000330134,0.000100538,0.000223856,0.000200889,0.000113929,5.64E-05,0.000181089,0.000184203,0.000279175,0.000105523,3.32E-05,0.000177321,5.06E-05,0.00012628,0.000348904,,0.000177023,,0.000147906
20001027,0.000232205,9.01E-05,0.000153899,0.000196968,5.45E-05,3.22E-05,0.000120916,0.000178858,0.000501988,6.55E-05,3.72E-05,0.000145427,,0.000138502,0.000226813,,0.000112205,7.06E-05,5.22E-05
20001030,0.000136819,5.80E-05,0.000162707,9.85E-05,3.79E-05,3.70E-05,8.47E-05,0.000150875,0.000731921,4.88E-05,2.11E-05,0.000120489,,6.24E-05,0.000197489,,5.76E-05,3.84E-05,7.58E-05
20001031,9.71E-05,7.17E-05,0.000167805,0.000113715,4.70E-05,1.15E-05,9.95E-05,0.00016385,0.001379753,3.33E-05,2.51E-05,0.000117077,,6.56E-05,0.000113655,,0.000114288,8.91E-05,3.23E-05
20001101,0.000117344,0.000124051,0.000155409,0.000139175,4.77E-05,4.44E-05,0.000127059,0.000231537,0.00049979,9.09E-05,3.32E-05,,,0.000226834,0.000228793,,8.02E-05,6.87E-05,4.84E-05
20001102,8.85E-05,7.65E-05,0.000109145,0.000132327,5.28E-05,2.57E-05,7.23E-05,0.000129914,0.000648416,7.49E-05,3.13E-05,8.86E-05,,,,,5.79E-05,8.04E-05,6.30E-05
20001103,6.53E-05,7.05E-05,,0.00011371,2.46E-05,4.08E-05,0.000100873,0.000113065,0.000373646,7.43E-05,2.76E-05,0.000119902,,5.71E-05,0.00023598,,8.00E-05,9.97E-05,4.90E-05
20001106,3.81E-05,3.32E-05,5.22E-05,5.80E-05,1.05E-05,3.37E-05,5.30E-05,5.32E-05,0.000669203,2.70E-05,1.73E-05,0.000106775,,3.82E-05,9.17E-05,,3.11E-05,3.80E-05,3.53E-05
20001107,4.42E-05,5.94E-05,0.000135031,8.51E-05,9.11E-06,2.97E-05,7.64E-05,9.14E-05,0.000443802,3.49E-05,1.86E-05,5.62E-05,,6.31E-05,0.000193898,,5.44E-05,6.13E-05,4.66E-05
20001108,0.000114991,6.56E-05,0.000322493,9.43E-05,2.38E-05,1.17E-05,7.53E-05,0.000177936,0.000717186,4.13E-05,2.23E-05,8.00E-05,,9.06E-05,0.000176065,,6.43E-05,0.000104496,3.48E-05
20001109,0.000337484,6.35E-05,0.000121582,0.000104076,0.000144857,7.84E-05,0.000110417,7.95E-05,0.00028292,6.24E-05,1.94E-05,0.000212148,,0.000223594,0.000344509,,0.000102877,4.90E-05,0.000104533
20001110,0.000182079,6.15E-05,8.35E-05,0.000155313,0.000101152,0.000107189,0.00013533,5.87E-05,0.000205627,5.56E-05,2.41E-05,0.000230022,,0.000140195,0.000231201,,0.00010512,5.68E-05,7.94E-05
20001113,0.000375997,8.40E-05,0.00023005,0.00018659,0.00027529,2.42E-05,0.000177175,0.000207968,0.00030858,9.79E-05,2.57E-05,0.000303128,,0.000275933,0.000306393,,0.000152051,9.02E-05,9.56E-05
20001114,0.000275867,0.000114819,6.30E-05,9.61E-05,0.000105654,2.18E-05,0.000102243,0.000107912,0.000164427,6.44E-05,2.96E-05,0.000137407,,0.000276689,0.000253431,,0.000104811,8.61E-05,5.14E-05
20001115,0.000153545,6.66E-05,0.000106046,0.000108753,4.06E-05,2.47E-05,0.000133234,0.000155153,0.000289969,8.48E-05,3.04E-05,0.000251328,,0.000102142,,,9.40E-05,6.55E-05,0.000120097
20001116,0.000115597,5.22E-05,9.52E-05,0.000117645,6.69E-05,2.17E-05,9.19E-05,9.56E-05,0.000202425,5.43E-05,2.69E-05,0.000196464,,6.66E-05,9.22E-05,,9.66E-05,5.39E-05,9.72E-05
20001117,0.000265804,0.000106562,7.75E-05,0.000178951,0.000146183,2.22E-05,0.000141586,7.80E-05,0.000155726,7.63E-05,3.38E-05,0.000279913,,7.39E-05,0.000355364,,0.000148159,4.64E-05,0.000113085
20001120,0.000203815,5.19E-05,0.000114249,0.000174369,9.93E-05,9.93E-06,0.000125629,9.64E-05,0.000128141,7.69E-05,2.30E-05,0.000235902,,,0.000252444,,0.000101895,2.80E-05,9.05E-05
20001121,0.00015079,7.87E-05,0.000151526,0.000191754,4.99E-05,2.53E-05,0.000229096,0.000104605,0.000325349,9.11E-05,2.84E-05,0.00035607,,0.000132303,0.000158148,,0.000158038,7.99E-05,9.40E-05
20001122,0.00026924,0.000102578,0.000122594,0.000253678,0.00011491,2.22E-05,0.000168392,0.000266517,0.000462333,9.54E-05,4.03E-05,0.00033083,,0.000107523,0.000124781,,5.85E-05,6.41E-05,9.30E-05
